date_from,date_to,district_out,district_in,subscriber_in ,subscriber_out,density_in,density_out,sms_in ,sms_out ,call_in,call_out ,movement 
18/08/2021,24/08/2021,Male,Male,123946,375995,361225,309656,13707957,12399469,4669663,13307738,323241
18/08/2021,24/08/2021,Male,Maafushi,488407,275210,353638,12839,70029127,61720845,11682602,9655842,988686
18/08/2021,24/08/2021,Male,Naifaru,223858,231586,161658,285825,28310460,204527057,15075222,8863508,81543
18/08/2021,24/08/2021,Male,Baros,351140,132539,312197,58067,120658761,5763401,1070430,15950608,199510
18/08/2021,24/08/2021,Male,Fuvahmulah,107637,315186,349186,88312,67635065,66229249,19547583,390939,779927
18/08/2021,24/08/2021,Maafushi,Male,487100,195081,320088,92610,41945406,40527923,10916378,844265,644868
18/08/2021,24/08/2021,Maafushi,Maafushi,43455,38365,425463,103492,189763630,199294058,4815806,9108142,672328
18/08/2021,24/08/2021,Maafushi,Naifaru,299855,455641,63646,445659,241072218,62354235,8419160,18495031,483855
18/08/2021,24/08/2021,Maafushi,Baros,330904,453594,299372,112329,150523218,210959054,2153795,9267374,862921
18/08/2021,24/08/2021,Maafushi,Fuvahmulah,484769,497348,255196,421804,110487692,230326648,9638704,10441871,27940
18/08/2021,24/08/2021,Naifaru,Male,125209,97832,331688,363890,220305192,121217803,6333733,13036753,574673
18/08/2021,24/08/2021,Naifaru,Maafushi,126580,410357,471962,311342,197075096,167195999,8371496,17060249,539574
18/08/2021,24/08/2021,Naifaru,Naifaru,477248,31918,228958,498041,167298045,42898422,7627613,2741196,205006
18/08/2021,24/08/2021,Naifaru,Baros,338883,349244,146754,132712,70486171,6283456,17648573,12173550,160832
18/08/2021,24/08/2021,Naifaru,Fuvahmulah,252110,364565,247474,329090,154838523,165132223,15069405,9869396,605713
18/08/2021,24/08/2021,Baros,Male,445279,217616,301359,140857,231954986,125345037,9401018,4518024,907962
18/08/2021,24/08/2021,Baros,Maafushi,224727,421021,280543,97411,3469569,181842540,1278180,2895882,265313
18/08/2021,24/08/2021,Baros,Naifaru,391872,173354,56046,34047,138322614,242894296,9883268,9040813,830189
18/08/2021,24/08/2021,Baros,Baros,273799,219359,37535,134830,162521909,171246320,1231378,16366166,48188
18/08/2021,24/08/2021,Baros,Fuvahmulah,444853,352105,293547,146519,96710245,87209003,11459083,9416150,673453
18/08/2021,24/08/2021,Fuvahmulah,Male,257427,392315,86121,144932,161454750,213732174,15418061,8886945,824821
18/08/2021,24/08/2021,Fuvahmulah,Maafushi,94518,189754,248754,383502,60008679,207832424,9789019,11086965,953285
18/08/2021,24/08/2021,Fuvahmulah,Naifaru,271297,101296,9765,229573,57908547,50723242,8630730,11710861,446817
18/08/2021,24/08/2021,Fuvahmulah,Baros,302320,220134,159531,39103,39209241,217628245,1689713,12500760,982466
18/08/2021,24/08/2021,Fuvahmulah,Fuvahmulah,151107,317627,19574,488771,26473559,194975962,17372849,12531508,45994
25/08/2021,31/08/2021,Male,Male,95013,127532,390898,310737,111039276,186222759,10376352,18769842,257895
25/08/2021,31/08/2021,Male,Maafushi,300014,319754,48196,164107,200357840,153761735,12071493,14515023,699715
25/08/2021,31/08/2021,Male,Naifaru,2632,314821,320641,103909,74127653,19939486,13116558,8726287,581058
25/08/2021,31/08/2021,Male,Baros,99532,78051,253838,354192,148019530,241426143,4679207,10417107,404136
25/08/2021,31/08/2021,Male,Fuvahmulah,453610,50935,290480,158624,244799619,59187380,1735420,1597721,514522
25/08/2021,31/08/2021,Maafushi,Male,418403,376270,309020,119619,75517065,155987576,17648305,9288421,986654
25/08/2021,31/08/2021,Maafushi,Maafushi,62986,51167,162317,391794,181642816,162708328,17828552,15124232,131299
25/08/2021,31/08/2021,Maafushi,Naifaru,200203,409383,283787,133571,18534601,24789794,8568811,778921,956592
25/08/2021,31/08/2021,Maafushi,Baros,60299,386423,48813,399440,251979435,96280441,1127778,19832355,656318
25/08/2021,31/08/2021,Maafushi,Fuvahmulah,335971,392999,125724,43317,175242908,155391194,10346145,3807083,694081
25/08/2021,31/08/2021,Naifaru,Male,137889,393398,287673,113795,182030176,90013464,18803611,1894592,295209
25/08/2021,31/08/2021,Naifaru,Maafushi,466983,369359,378228,308025,202832717,156963236,7683515,12297915,812878
25/08/2021,31/08/2021,Naifaru,Naifaru,452354,129807,4402,288834,136661490,201493581,19279648,9028322,564027
25/08/2021,31/08/2021,Naifaru,Baros,323182,380026,76604,352182,127024718,216370858,1647241,3050606,577380
25/08/2021,31/08/2021,Naifaru,Fuvahmulah,333680,399383,999,123279,3663368,249211617,15828079,6309767,986318
25/08/2021,31/08/2021,Baros,Male,279669,40975,194906,302375,118851655,217067707,17817615,1241290,261783
25/08/2021,31/08/2021,Baros,Maafushi,230138,453081,186768,116590,11268120,103963336,13898753,2822046,286273
25/08/2021,31/08/2021,Baros,Naifaru,23542,161666,269034,190351,242720355,95005315,19337832,897316,785091
25/08/2021,31/08/2021,Baros,Baros,139972,1659,273810,285700,219189165,39294884,12342983,15220040,4846
25/08/2021,31/08/2021,Baros,Fuvahmulah,363456,352464,381857,86357,169208562,216097359,14566220,4656501,738767
25/08/2021,31/08/2021,Fuvahmulah,Male,166511,107307,418604,459653,164017180,130926578,10198063,16568141,690800
25/08/2021,31/08/2021,Fuvahmulah,Maafushi,86972,215071,470501,412130,79162025,98592971,6107683,17561503,653831
25/08/2021,31/08/2021,Fuvahmulah,Naifaru,424519,221898,194200,329197,113643724,76054875,11993263,19389219,827637
25/08/2021,31/08/2021,Fuvahmulah,Baros,119082,391095,385873,411322,168326504,196243555,13826651,17739097,711120
25/08/2021,31/08/2021,Fuvahmulah,Fuvahmulah,293843,420555,288057,173479,119764371,189320529,15831335,12991459,211052
01/09/2021,07/09/2021,Male,Male,166124,270350,12576,175852,90480524,59724958,13797975,576571,978946
01/09/2021,07/09/2021,Male,Maafushi,431687,177142,272752,34472,211632718,113346715,17511980,3864284,173674
01/09/2021,07/09/2021,Male,Naifaru,26603,65126,142256,466232,47600827,138747094,11574703,11524702,556641
01/09/2021,07/09/2021,Male,Baros,224838,216326,286496,66439,87217265,76605730,17066204,2342047,134401
01/09/2021,07/09/2021,Male,Fuvahmulah,372936,85311,139869,31967,127527795,45856848,6211009,6704541,759986
01/09/2021,07/09/2021,Maafushi,Male,271432,23116,457860,158659,7534565,30778512,50688,17630518,276783
01/09/2021,07/09/2021,Maafushi,Maafushi,105178,101760,130107,172473,80533328,67352127,12323522,13055465,26705
01/09/2021,07/09/2021,Maafushi,Naifaru,402592,11385,35517,108931,178421369,69206925,18571557,10264163,34629
01/09/2021,07/09/2021,Maafushi,Baros,160020,158355,4023,118489,45914491,61206700,15456667,3839077,254126
01/09/2021,07/09/2021,Maafushi,Fuvahmulah,334839,423183,149165,8376,251255638,235812756,11558692,14831973,608112
01/09/2021,07/09/2021,Naifaru,Male,393089,412376,323116,450447,70695916,87500141,18946833,6224201,2569
01/09/2021,07/09/2021,Naifaru,Maafushi,284981,351608,399602,390570,43829011,42475312,16763788,13006024,328065
01/09/2021,07/09/2021,Naifaru,Naifaru,189285,342958,483428,450792,226588286,157636464,5612903,15507264,681395
01/09/2021,07/09/2021,Naifaru,Baros,495746,297388,1501,279634,241099290,167057519,11918560,3405039,949812
01/09/2021,07/09/2021,Naifaru,Fuvahmulah,413192,368313,80861,353996,51871550,205509517,14627342,15656219,295922
01/09/2021,07/09/2021,Baros,Male,361249,424924,97232,352593,18279204,11753170,18247827,17794141,161687
01/09/2021,07/09/2021,Baros,Maafushi,387919,254039,214503,429219,174301282,230148160,9576191,2267807,479325
01/09/2021,07/09/2021,Baros,Naifaru,317109,66709,452599,285257,102734794,1096136,13325300,12079551,123001
01/09/2021,07/09/2021,Baros,Baros,174799,305803,460605,426512,141818860,150264961,13295498,3901802,852753
01/09/2021,07/09/2021,Baros,Fuvahmulah,130298,418626,375819,193856,220125883,227388548,14401540,1799067,577577
01/09/2021,07/09/2021,Fuvahmulah,Male,50855,400732,37678,166224,118935680,244251259,8795122,12459810,172176
01/09/2021,07/09/2021,Fuvahmulah,Maafushi,209185,102307,385047,291043,150634300,212915314,9149345,19996288,905997
01/09/2021,07/09/2021,Fuvahmulah,Naifaru,15242,87790,448424,190666,103043047,234113428,16455572,5473897,831468
01/09/2021,07/09/2021,Fuvahmulah,Baros,172327,315246,196414,368085,190511529,165830027,8178306,6201936,582184
01/09/2021,07/09/2021,Fuvahmulah,Fuvahmulah,453440,424367,256589,385955,29002770,177126917,2084512,8674569,439931
08/09/2021,14/09/2021,Male,Male,259073,446696,296875,193665,59360522,531447,18142598,10081559,34165
08/09/2021,14/09/2021,Male,Maafushi,22346,237842,81382,383856,51025590,172855549,8777285,19219714,600652
08/09/2021,14/09/2021,Male,Naifaru,430076,345424,109089,215590,247840488,39674770,5677485,12503877,669307
08/09/2021,14/09/2021,Male,Baros,451258,276988,284047,37869,48519128,15542221,8275956,9837967,423159
08/09/2021,14/09/2021,Male,Fuvahmulah,66503,224236,31942,45430,38380571,95439544,12947903,13994072,330749
08/09/2021,14/09/2021,Maafushi,Male,303592,87406,369217,186179,86712996,137436745,8240815,17522754,739221
08/09/2021,14/09/2021,Maafushi,Maafushi,254355,353207,72122,470259,235029460,249628772,5149327,422147,569744
08/09/2021,14/09/2021,Maafushi,Naifaru,135899,392076,355307,83487,24648224,161030025,710497,16069810,683230
08/09/2021,14/09/2021,Maafushi,Baros,37128,331871,146983,77543,240102636,216804177,17368919,1783139,554333
08/09/2021,14/09/2021,Maafushi,Fuvahmulah,479843,119034,355650,303843,117007930,71610021,13831298,13277386,157971
08/09/2021,14/09/2021,Naifaru,Male,458775,272339,431537,245891,186812950,195835240,18030226,14580374,866600
08/09/2021,14/09/2021,Naifaru,Maafushi,191983,245514,205076,264602,179595214,64039484,1687754,10391540,762199
08/09/2021,14/09/2021,Naifaru,Naifaru,181149,427527,19983,304023,117298955,201996513,18983266,2363705,577046
08/09/2021,14/09/2021,Naifaru,Baros,128111,97748,427430,382887,222859926,149151946,12856643,19901311,369102
08/09/2021,14/09/2021,Naifaru,Fuvahmulah,388024,154682,223908,121018,28002794,155579337,15159363,1960041,14048
08/09/2021,14/09/2021,Baros,Male,25588,342718,248803,441421,229723464,41484870,12363269,17928991,174372
08/09/2021,14/09/2021,Baros,Maafushi,8388,299123,374615,216153,174448474,227017699,8936586,19613724,906447
08/09/2021,14/09/2021,Baros,Naifaru,350954,153142,470860,123175,56339674,1528989,11788689,17987209,325332
08/09/2021,14/09/2021,Baros,Baros,305529,382886,164104,143316,1054712,66090171,200356,5988735,221940
08/09/2021,14/09/2021,Baros,Fuvahmulah,446966,394562,163664,287059,152776487,1860226,871333,3086465,408928
08/09/2021,14/09/2021,Fuvahmulah,Male,258920,54724,458508,78052,62538615,157086269,17887430,1873095,709575
08/09/2021,14/09/2021,Fuvahmulah,Maafushi,413883,299374,222526,368455,234806193,123780442,1525009,9334577,556990
08/09/2021,14/09/2021,Fuvahmulah,Naifaru,482807,336009,68953,52606,221280866,1451979,6403775,11578213,525287
08/09/2021,14/09/2021,Fuvahmulah,Baros,104004,299121,105694,391673,108423256,144753704,16980200,18606147,415926
08/09/2021,14/09/2021,Fuvahmulah,Fuvahmulah,35449,246053,139175,239268,65235436,12078746,19066845,13916839,565842
15/09/2021,21/09/2021,Male,Male,207973,199566,184364,433990,84598094,399578,201350,14598914,590566
15/09/2021,21/09/2021,Male,Maafushi,74710,75340,267417,53578,213229572,141771294,17947255,6547342,420199
15/09/2021,21/09/2021,Male,Naifaru,465518,389902,467701,476135,220886770,196839301,7659342,17868716,774199
15/09/2021,21/09/2021,Male,Baros,35839,409970,185562,234002,3537340,144406871,18154219,1485956,754150
15/09/2021,21/09/2021,Male,Fuvahmulah,114759,210280,246755,342377,221086222,113888404,16366112,4056443,525542
15/09/2021,21/09/2021,Maafushi,Male,409830,174812,424479,424487,169756578,8939529,15566310,1651964,244149
15/09/2021,21/09/2021,Maafushi,Maafushi,362991,348530,18916,204340,246083462,26457410,11824702,8126946,897700
15/09/2021,21/09/2021,Maafushi,Naifaru,320235,141424,376229,197641,3627871,247859202,13722550,15182589,760636
15/09/2021,21/09/2021,Maafushi,Baros,417979,485509,81067,430503,243963109,246071154,2146798,12078075,363140
15/09/2021,21/09/2021,Maafushi,Fuvahmulah,184990,126709,95429,401016,38932935,40478007,9983570,13362082,851327
15/09/2021,21/09/2021,Naifaru,Male,343621,496735,485866,15400,60419681,137709571,15003957,19290778,554160
15/09/2021,21/09/2021,Naifaru,Maafushi,42425,382769,254001,121433,178090888,181890441,15371617,5445327,553565
15/09/2021,21/09/2021,Naifaru,Naifaru,380202,497769,221669,65981,9764115,151179374,7320241,13668722,173159
15/09/2021,21/09/2021,Naifaru,Baros,88382,417957,72994,306353,243826063,15550277,19608368,1824775,68548
15/09/2021,21/09/2021,Naifaru,Fuvahmulah,159581,300345,78976,432313,153680307,99844715,7512356,19188629,95454
15/09/2021,21/09/2021,Baros,Male,475314,114068,109925,219943,246190658,10705374,3676529,10659538,748586
15/09/2021,21/09/2021,Baros,Maafushi,12264,160313,319345,153695,114907302,103860546,5663585,2020829,598317
15/09/2021,21/09/2021,Baros,Naifaru,242150,84677,1986,286143,87078141,196365125,474820,4865712,325298
15/09/2021,21/09/2021,Baros,Baros,309083,198047,61525,234410,221583481,30820260,1650467,13192439,795477
15/09/2021,21/09/2021,Baros,Fuvahmulah,420328,176370,54614,58095,3903995,226140932,1773423,675555,285431
15/09/2021,21/09/2021,Fuvahmulah,Male,133637,484828,8227,1615,97356821,223114843,9604018,10387561,828005
15/09/2021,21/09/2021,Fuvahmulah,Maafushi,455691,295531,44113,239732,5185042,114707147,4884452,1213872,619076
15/09/2021,21/09/2021,Fuvahmulah,Naifaru,63069,112082,76166,51234,34900579,223934201,7270718,11654174,51269
15/09/2021,21/09/2021,Fuvahmulah,Baros,188385,210594,395883,229908,62730671,30221053,2281803,13313103,644371
15/09/2021,21/09/2021,Fuvahmulah,Fuvahmulah,415166,357990,95569,132073,232678065,206876423,15856726,13291494,84473
22/09/2021,28/09/2021,Male,Male,461095,243493,417383,70981,220766248,25400004,13917091,2573134,707436
22/09/2021,28/09/2021,Male,Maafushi,126991,56643,147923,119713,109173433,88830463,11796228,15287799,577259
22/09/2021,28/09/2021,Male,Naifaru,232732,81920,135404,59147,6586305,70119013,6708444,19961077,156199
22/09/2021,28/09/2021,Male,Baros,407039,335002,127450,61283,79842489,14174310,12757610,1009571,511655
22/09/2021,28/09/2021,Male,Fuvahmulah,73593,460366,423703,211518,117388604,237901618,451775,5665537,735519
22/09/2021,28/09/2021,Maafushi,Male,8339,79564,427430,146777,228441335,19140966,1449360,9258592,718762
22/09/2021,28/09/2021,Maafushi,Maafushi,382935,311872,324995,406917,208338533,11134000,11843232,19641358,998023
22/09/2021,28/09/2021,Maafushi,Naifaru,137876,356196,255468,320758,103075209,190136694,10348113,17676675,168098
22/09/2021,28/09/2021,Maafushi,Baros,11676,97388,13302,338281,144134459,98686077,11146668,15837988,176614
22/09/2021,28/09/2021,Maafushi,Fuvahmulah,49354,63975,152801,458333,214634396,131714486,19205475,5561468,835232
22/09/2021,28/09/2021,Naifaru,Male,315669,147342,19469,284943,83917869,204586017,7810429,156172,120299
22/09/2021,28/09/2021,Naifaru,Maafushi,192546,61651,437621,97490,54159343,30229764,6311103,14600886,940363
22/09/2021,28/09/2021,Naifaru,Naifaru,449350,110338,46488,376285,156826310,212545428,19571079,14221149,408588
22/09/2021,28/09/2021,Naifaru,Baros,164608,415625,349298,339611,81899058,177979726,15924894,19982945,17977
22/09/2021,28/09/2021,Naifaru,Fuvahmulah,142873,188811,394112,251884,38635102,224828542,4841551,10280645,395208
22/09/2021,28/09/2021,Baros,Male,30346,23214,380850,424546,213753120,143896382,8830044,4348867,342931
22/09/2021,28/09/2021,Baros,Maafushi,257144,33074,225847,402871,53644542,163542576,8646200,8403878,188630
22/09/2021,28/09/2021,Baros,Naifaru,12998,178169,306698,394388,41023910,229328049,18571144,8255333,122826
22/09/2021,28/09/2021,Baros,Baros,292675,456927,480667,324631,197553754,237037609,3321172,10604153,477850
22/09/2021,28/09/2021,Baros,Fuvahmulah,163886,19908,409453,127341,8760936,106068860,18835022,3591814,45567
22/09/2021,28/09/2021,Fuvahmulah,Male,12936,190792,79430,250714,190009461,38988350,16888905,14107315,9631
22/09/2021,28/09/2021,Fuvahmulah,Maafushi,410130,473359,184025,97787,24124969,113375423,10171393,9735345,994327
22/09/2021,28/09/2021,Fuvahmulah,Naifaru,2737,417124,368344,19214,51528404,219267294,6369110,3776906,264094
22/09/2021,28/09/2021,Fuvahmulah,Baros,140646,171817,96873,265927,239697314,93966032,14026255,11278271,507474
22/09/2021,28/09/2021,Fuvahmulah,Fuvahmulah,3559,354908,323924,116243,106025045,21892479,14624686,13489,944099
29/09/2021,05/10/2021,Male,Male,69647,355307,499974,62940,236898926,75310318,14146382,15662723,959661
29/09/2021,05/10/2021,Male,Maafushi,196290,178170,468885,243441,44464829,104540794,16344342,9556619,306429
29/09/2021,05/10/2021,Male,Naifaru,243353,329573,446222,473729,59264931,204408092,7663375,9146428,448588
29/09/2021,05/10/2021,Male,Baros,221246,311210,463509,48022,48099031,183889600,14530589,16619840,697090
29/09/2021,05/10/2021,Male,Fuvahmulah,486071,170892,373057,158469,56953203,242767026,15393729,8075950,740232
29/09/2021,05/10/2021,Maafushi,Male,329923,157604,455150,28554,223061902,165226725,3566404,14675327,668831
29/09/2021,05/10/2021,Maafushi,Maafushi,78986,226276,138420,22489,120325343,228146087,16407205,138583,126004
29/09/2021,05/10/2021,Maafushi,Naifaru,370202,109657,103898,228781,118948568,53564954,7609832,1281281,218054
29/09/2021,05/10/2021,Maafushi,Baros,196985,444259,117502,104966,204565938,140977547,6972030,1175522,192212
29/09/2021,05/10/2021,Maafushi,Fuvahmulah,492390,224921,466076,347052,219443995,193082088,1424804,19289812,345209
29/09/2021,05/10/2021,Naifaru,Male,104253,47829,449498,288482,133340988,55910550,11760536,2524074,374158
29/09/2021,05/10/2021,Naifaru,Maafushi,298189,36895,244403,5424,239608466,6979570,6420099,10025776,120585
29/09/2021,05/10/2021,Naifaru,Naifaru,142813,342289,192654,265686,218265153,120809041,14699369,11820744,222049
29/09/2021,05/10/2021,Naifaru,Baros,9504,245169,399018,105065,73771229,223434101,16782896,811825,333184
29/09/2021,05/10/2021,Naifaru,Fuvahmulah,393252,200117,75135,447885,46531908,62145173,522189,673071,496835
29/09/2021,05/10/2021,Baros,Male,275875,327354,384174,452593,198531854,33636057,9129497,6561512,672008
29/09/2021,05/10/2021,Baros,Maafushi,174297,72119,23171,345571,104531153,160679111,10164116,6065257,212752
29/09/2021,05/10/2021,Baros,Naifaru,208016,161519,39255,194424,155358034,24812867,17392354,7601554,306595
29/09/2021,05/10/2021,Baros,Baros,93228,465765,398936,290561,87227234,119787108,5489115,2611279,870524
29/09/2021,05/10/2021,Baros,Fuvahmulah,89939,484352,425964,294773,131740647,238686264,4143502,16695610,55979
29/09/2021,05/10/2021,Fuvahmulah,Male,495815,143566,386222,316186,85287738,48645455,13620890,9371282,492506
29/09/2021,05/10/2021,Fuvahmulah,Maafushi,483517,489139,262346,54542,112980503,124935713,9736222,4291154,228716
29/09/2021,05/10/2021,Fuvahmulah,Naifaru,181055,426351,375552,247540,16721942,177948137,15303836,2865527,782188
29/09/2021,05/10/2021,Fuvahmulah,Baros,283324,135258,247566,48658,193674332,41609007,7025661,7131178,285669
29/09/2021,05/10/2021,Fuvahmulah,Fuvahmulah,392855,57755,269416,213839,97545215,224780323,4862064,17694293,139793
06/10/2021,12/10/2021,Male,Male,43776,387178,3105,97627,207805670,140778974,5328585,14592913,709682
06/10/2021,12/10/2021,Male,Maafushi,462648,267381,170342,452817,93765344,113172299,4839827,11979703,314517
06/10/2021,12/10/2021,Male,Naifaru,326925,173320,465359,483979,225232939,18585666,7075420,6775339,861112
06/10/2021,12/10/2021,Male,Baros,216373,62877,263458,337873,194669250,231172625,11681305,19623345,608252
06/10/2021,12/10/2021,Male,Fuvahmulah,280984,173824,283848,458176,120199433,162111862,7553130,5299500,866761
06/10/2021,12/10/2021,Maafushi,Male,393077,136933,250476,88115,41264406,27778176,18991625,6307723,512787
06/10/2021,12/10/2021,Maafushi,Maafushi,67250,23792,351185,324910,247517842,35234039,3594303,17534983,422166
06/10/2021,12/10/2021,Maafushi,Naifaru,177227,459833,495551,283308,66360719,70934562,11578490,18883930,401367
06/10/2021,12/10/2021,Maafushi,Baros,341921,74880,443630,305365,154437092,89155877,19969164,12782950,156747
06/10/2021,12/10/2021,Maafushi,Fuvahmulah,355543,410277,105701,310623,1885473,168170234,9297351,4099275,708579
06/10/2021,12/10/2021,Naifaru,Male,205076,440413,248,186721,203237301,109889138,13113102,7650422,521441
06/10/2021,12/10/2021,Naifaru,Maafushi,263450,229473,126912,470175,164455494,138132696,5026984,3086950,225601
06/10/2021,12/10/2021,Naifaru,Naifaru,255259,499627,338791,167136,102746466,10332587,1467233,409630,981452
06/10/2021,12/10/2021,Naifaru,Baros,143946,177509,150886,398264,98892649,8060790,866893,8074958,146996
06/10/2021,12/10/2021,Naifaru,Fuvahmulah,423816,203266,261749,375720,148062321,206790678,19914137,2505156,533141
06/10/2021,12/10/2021,Baros,Male,295708,140712,13622,431119,129554958,120950722,7305540,492354,474626
06/10/2021,12/10/2021,Baros,Maafushi,301481,161654,4983,214728,215586521,103082040,15474067,17992679,532162
06/10/2021,12/10/2021,Baros,Naifaru,305102,59689,230705,467518,156813422,94177431,1605847,7084212,55066
06/10/2021,12/10/2021,Baros,Baros,191069,271894,316348,282090,141754629,26810981,2168416,19702928,139008
06/10/2021,12/10/2021,Baros,Fuvahmulah,171420,321597,364773,478436,87619810,82016603,7935594,17910228,633009
06/10/2021,12/10/2021,Fuvahmulah,Male,239360,167887,352874,175390,112001177,127149554,3271296,4133389,91218
06/10/2021,12/10/2021,Fuvahmulah,Maafushi,428413,372120,83496,426987,35539004,95593739,13988191,3483165,327890
06/10/2021,12/10/2021,Fuvahmulah,Naifaru,271690,63344,127616,497856,171928287,10951711,11056466,7119055,836603
06/10/2021,12/10/2021,Fuvahmulah,Baros,365221,35780,140738,44836,91090653,105863446,10547781,16733421,326955
06/10/2021,12/10/2021,Fuvahmulah,Fuvahmulah,236149,348223,154935,293852,80179018,119019469,15219159,8004362,7645
13/10/2021,19/10/2021,Male,Male,380416,483234,95285,56014,11581231,103132100,17328298,13017230,746103
13/10/2021,19/10/2021,Male,Maafushi,249295,136324,259645,89762,177823399,245614045,13675693,17665417,431784
13/10/2021,19/10/2021,Male,Naifaru,271532,240113,416071,99544,30088930,21983194,2935818,7996127,788145
13/10/2021,19/10/2021,Male,Baros,143431,346400,36595,470989,184321178,56752449,7637513,9091706,138811
13/10/2021,19/10/2021,Male,Fuvahmulah,444101,319554,223890,452690,7740204,51642966,8600190,8805809,884338
13/10/2021,19/10/2021,Maafushi,Male,42471,309201,476166,114201,190066483,222209317,18506460,12226058,375664
13/10/2021,19/10/2021,Maafushi,Maafushi,479955,234906,72731,1900,186763147,104083162,7372201,12052068,694341
13/10/2021,19/10/2021,Maafushi,Naifaru,121945,353330,228495,199495,180661849,168632742,1525694,9763115,917380
13/10/2021,19/10/2021,Maafushi,Baros,494543,386243,193319,314987,23265735,96700429,4931465,18011657,204666
13/10/2021,19/10/2021,Maafushi,Fuvahmulah,67031,331690,432604,23945,116908290,122948272,11067252,19511593,330588
13/10/2021,19/10/2021,Naifaru,Male,4721,143583,102750,195294,4266675,121076954,12490879,13586775,366444
13/10/2021,19/10/2021,Naifaru,Maafushi,96735,327064,191288,475883,53223603,22581260,8254348,3481312,731945
13/10/2021,19/10/2021,Naifaru,Naifaru,98865,96716,363146,201713,46140299,39782153,3499765,16729876,669720
13/10/2021,19/10/2021,Naifaru,Baros,482427,158583,207316,70958,9350814,80503399,4365849,13902499,503613
13/10/2021,19/10/2021,Naifaru,Fuvahmulah,285550,440344,14579,312254,130036501,234356565,9652379,2751657,321803
13/10/2021,19/10/2021,Baros,Male,241438,245003,117405,133872,143976672,196831000,18146263,16398819,366534
13/10/2021,19/10/2021,Baros,Maafushi,360545,173612,371425,458103,9839011,41677082,1056028,9795822,384996
13/10/2021,19/10/2021,Baros,Naifaru,405528,328933,198883,333999,245072924,205545090,15761089,11092202,226322
13/10/2021,19/10/2021,Baros,Baros,77704,472934,366197,328203,159570857,96057374,10919383,14822047,381655
13/10/2021,19/10/2021,Baros,Fuvahmulah,427335,44434,101962,373440,155809880,244690312,6883665,19690621,156320
13/10/2021,19/10/2021,Fuvahmulah,Male,115880,486198,390697,356162,224223813,47372220,4724186,16851613,63891
13/10/2021,19/10/2021,Fuvahmulah,Maafushi,156896,329715,58151,23771,244103053,73849098,678072,13142766,991453
13/10/2021,19/10/2021,Fuvahmulah,Naifaru,226179,241978,495672,479206,205411042,194785123,14136056,6110348,753385
13/10/2021,19/10/2021,Fuvahmulah,Baros,346398,283173,327337,35319,141013100,236135929,9812530,7116283,108457
13/10/2021,19/10/2021,Fuvahmulah,Fuvahmulah,155559,433886,342576,48932,64549687,251341724,15099071,889965,642521
20/10/2021,26/10/2021,Male,Male,180809,240322,141204,422041,110153723,31837311,10655965,12691331,103232
20/10/2021,26/10/2021,Male,Maafushi,261469,297399,37037,311246,133905915,180384262,12143984,11558089,449997
20/10/2021,26/10/2021,Male,Naifaru,475922,83806,315873,399934,165199935,148046762,5633312,4376457,582579
20/10/2021,26/10/2021,Male,Baros,458874,8115,263319,394943,250038106,38547500,5834965,10540946,442326
20/10/2021,26/10/2021,Male,Fuvahmulah,408886,453158,121150,275785,235230194,184666689,16189196,7863797,950845
20/10/2021,26/10/2021,Maafushi,Male,348898,161666,479779,409852,91340343,210873358,14148950,19405946,258671
20/10/2021,26/10/2021,Maafushi,Maafushi,185860,176370,214246,37684,234503856,147358377,18816652,8787845,122900
20/10/2021,26/10/2021,Maafushi,Naifaru,141005,349811,354921,483978,147369731,163149096,7164835,744878,319466
20/10/2021,26/10/2021,Maafushi,Baros,264052,55792,272090,228655,225996540,182201295,13812115,9509726,239095
20/10/2021,26/10/2021,Maafushi,Fuvahmulah,281355,455274,296991,157306,92625518,204338063,3937465,8946469,323143
20/10/2021,26/10/2021,Naifaru,Male,406052,156602,130752,57314,166597757,222910168,18027919,15297731,756670
20/10/2021,26/10/2021,Naifaru,Maafushi,351504,203754,360135,231828,121315612,190975805,4562591,3556682,32601
20/10/2021,26/10/2021,Naifaru,Naifaru,423651,162243,402356,83753,205424127,169831707,15865530,5582625,483620
20/10/2021,26/10/2021,Naifaru,Baros,27899,158210,456672,475380,189897856,142583066,14703539,2531924,581451
20/10/2021,26/10/2021,Naifaru,Fuvahmulah,160867,332328,345434,191542,48948019,43572281,5909669,2665102,665940
20/10/2021,26/10/2021,Baros,Male,147838,128945,309491,441360,31220217,231236224,2063937,16547165,459350
20/10/2021,26/10/2021,Baros,Maafushi,327837,464589,338413,109652,153144063,80201976,19365530,8061974,624120
20/10/2021,26/10/2021,Baros,Naifaru,343605,216490,439282,459535,64561653,37775537,10642084,15580462,398062
20/10/2021,26/10/2021,Baros,Baros,57719,133344,24020,421326,38075094,56663805,7578800,1619769,199986
20/10/2021,26/10/2021,Baros,Fuvahmulah,236992,495499,474148,102954,43087397,223462,7810601,1614807,686239
20/10/2021,26/10/2021,Fuvahmulah,Male,271326,238339,226194,189540,197875860,35175839,1056869,16602922,734520
20/10/2021,26/10/2021,Fuvahmulah,Maafushi,288987,445584,466005,412447,102294649,232962351,652869,19691758,965923
20/10/2021,26/10/2021,Fuvahmulah,Naifaru,368293,490409,260097,141011,174093875,92745440,16874327,1343231,213640
