date_from,date_to,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
14/07/2021,20/07/2021,Naifaru,Maafushi,Metromic,Portico,432,143625,210919479,107542055,3222844,9911502,263,134
14/07/2021,20/07/2021,Naifaru,Naifaru,Metromic,Metromic,432,143625,83002556,189870504,16792949,16773137,247,334
14/07/2021,20/07/2021,Naifaru,Baros,Metromic,Stonewall,432,143625,136690895,242627705,15790064,5414481,99,841
14/07/2021,20/07/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,432,143625,62932,117713617,19982083,19363334,369,488
14/07/2021,20/07/2021,Baros,Male,Stonewall,Cremont,214,13485,247406208,238985704,15061429,15258348,149,800
14/07/2021,20/07/2021,Baros,Maafushi,Stonewall,Portico,214,13485,221685962,103718739,626671,17407172,122,777
14/07/2021,20/07/2021,Baros,Naifaru,Stonewall,Metromic,214,13485,39015704,132028546,2735378,4904900,46,619
14/07/2021,20/07/2021,Baros,Baros,Stonewall,Stonewall,214,13485,48686456,26326408,7214804,15839464,387,284
14/07/2021,20/07/2021,Baros,Fuvahmulah,Stonewall,Seabrook,214,13485,185182853,72817208,1980970,16810634,66,522
14/07/2021,20/07/2021,Fuvahmulah,Male,Seabrook,Cremont,715,285942,46325850,143646916,15811875,4732856,401,807
14/07/2021,20/07/2021,Fuvahmulah,Maafushi,Seabrook,Portico,715,285942,114122513,206914169,13985166,9355578,173,367
14/07/2021,20/07/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,715,285942,83934458,55744655,11782618,3547161,78,327
14/07/2021,20/07/2021,Fuvahmulah,Baros,Seabrook,Stonewall,715,285942,99266752,65904932,10059452,2093916,235,863
14/07/2021,20/07/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,715,285942,48282411,25836494,11280005,1828094,47,158
21/07/2021,27/07/2021,Male,Male,Cremont,Cremont,1040,289365,230308485,203971696,12684886,6696494,114,23
21/07/2021,27/07/2021,Male,Maafushi,Cremont,Portico,1040,289365,49289890,116578589,10624626,8291759,153,130
21/07/2021,27/07/2021,Male,Naifaru,Cremont,Metromic,1040,289365,228387549,156730414,14366188,10071792,497,863
21/07/2021,27/07/2021,Male,Baros,Cremont,Stonewall,1040,289365,21034699,73519080,1956372,4058207,139,504
21/07/2021,27/07/2021,Male,Fuvahmulah,Cremont,Seabrook,1040,289365,79656914,22616312,17108638,4281065,436,83
21/07/2021,27/07/2021,Maafushi,Male,Portico,Cremont,977,11275,203944128,99477154,19061452,14479646,43,394
21/07/2021,27/07/2021,Maafushi,Maafushi,Portico,Portico,977,11275,163043288,99080446,13048989,4525594,128,470
21/07/2021,27/07/2021,Maafushi,Naifaru,Portico,Metromic,977,11275,196964885,123403328,10658332,8986126,46,456
21/07/2021,27/07/2021,Maafushi,Baros,Portico,Stonewall,977,11275,210894148,95632768,11283057,7238896,371,670
21/07/2021,27/07/2021,Maafushi,Fuvahmulah,Portico,Seabrook,977,11275,80861104,32872488,6247180,8717328,176,392
21/07/2021,27/07/2021,Naifaru,Male,Metromic,Cremont,1015,105153,90197770,242978363,16289519,1578377,3,496
21/07/2021,27/07/2021,Naifaru,Maafushi,Metromic,Portico,1015,105153,232944403,180844561,13521746,12677313,429,763
21/07/2021,27/07/2021,Naifaru,Naifaru,Metromic,Metromic,1015,105153,227636254,17422657,10986624,16337117,294,765
21/07/2021,27/07/2021,Naifaru,Baros,Metromic,Stonewall,1015,105153,236467634,143953596,13651076,3515154,329,266
21/07/2021,27/07/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,1015,105153,159367012,120981996,14419230,16395592,87,128
21/07/2021,27/07/2021,Baros,Male,Stonewall,Cremont,1,235635,224319252,231496072,19291767,17132293,427,448
21/07/2021,27/07/2021,Baros,Maafushi,Stonewall,Portico,1,235635,12688058,115886570,16152390,9015804,405,223
21/07/2021,27/07/2021,Baros,Naifaru,Stonewall,Metromic,1,235635,167883640,236035670,1170871,11938479,167,356
21/07/2021,27/07/2021,Baros,Baros,Stonewall,Stonewall,1,235635,200263686,42048837,16158250,1775067,4,47
21/07/2021,27/07/2021,Baros,Fuvahmulah,Stonewall,Seabrook,1,235635,176553215,35710603,19402753,1913791,137,57
21/07/2021,27/07/2021,Fuvahmulah,Male,Seabrook,Cremont,1449,22381,85949453,82076464,5573826,6029301,106,19
21/07/2021,27/07/2021,Fuvahmulah,Maafushi,Seabrook,Portico,1449,22381,39722791,242502533,6628963,6756692,75,279
21/07/2021,27/07/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,1449,22381,63646617,179964339,2691956,16042834,191,472
21/07/2021,27/07/2021,Fuvahmulah,Baros,Seabrook,Stonewall,1449,22381,146704717,74821705,17828880,14842042,30,439
21/07/2021,27/07/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1449,22381,21396934,239717132,7818352,9232082,206,146
28/07/2021,03/08/2021,Male,Male,Cremont,Cremont,44,293392,9499101,173673664,12211382,1796116,418,689
28/07/2021,03/08/2021,Male,Maafushi,Cremont,Portico,44,293392,245823629,247654525,15763431,16815314,258,801
28/07/2021,03/08/2021,Male,Naifaru,Cremont,Metromic,44,293392,177609182,100930254,13957648,16970861,349,599
28/07/2021,03/08/2021,Male,Baros,Cremont,Stonewall,44,293392,108275150,223637338,1423383,4290346,93,463
28/07/2021,03/08/2021,Male,Fuvahmulah,Cremont,Seabrook,44,293392,6867000,177041739,11346826,2360612,235,468
28/07/2021,03/08/2021,Maafushi,Male,Portico,Cremont,1228,248898,76406701,19734234,16007555,19490092,368,351
28/07/2021,03/08/2021,Maafushi,Maafushi,Portico,Portico,1228,248898,142265347,154130974,17095794,1300501,262,255
28/07/2021,03/08/2021,Maafushi,Naifaru,Portico,Metromic,1228,248898,98300910,37213779,6982452,11950326,297,237
28/07/2021,03/08/2021,Maafushi,Baros,Portico,Stonewall,1228,248898,174367576,229574730,3362176,8886132,365,532
28/07/2021,03/08/2021,Maafushi,Fuvahmulah,Portico,Seabrook,1228,248898,246998894,211066754,18328585,19306555,261,150
28/07/2021,03/08/2021,Naifaru,Male,Metromic,Cremont,799,188127,198187095,238262381,15748859,8354940,181,694
28/07/2021,03/08/2021,Naifaru,Maafushi,Metromic,Portico,799,188127,45522014,113529890,9373916,10739506,211,271
28/07/2021,03/08/2021,Naifaru,Naifaru,Metromic,Metromic,799,188127,228612072,62718077,14234677,6301583,408,894
28/07/2021,03/08/2021,Naifaru,Baros,Metromic,Stonewall,799,188127,109734589,87242651,18368123,13583111,302,247
28/07/2021,03/08/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,799,188127,210135033,30148193,3589695,886045,376,408
28/07/2021,03/08/2021,Baros,Male,Stonewall,Cremont,665,238920,163157454,208079840,5412977,1506311,160,188
28/07/2021,03/08/2021,Baros,Maafushi,Stonewall,Portico,665,238920,214297171,161386230,14288570,5219195,272,393
28/07/2021,03/08/2021,Baros,Naifaru,Stonewall,Metromic,665,238920,101434734,207779806,7694263,10407145,429,322
28/07/2021,03/08/2021,Baros,Baros,Stonewall,Stonewall,665,238920,68457589,104900585,15434102,6802008,89,541
28/07/2021,03/08/2021,Baros,Fuvahmulah,Stonewall,Seabrook,665,238920,138256788,203080665,6605969,1047760,391,252
28/07/2021,03/08/2021,Fuvahmulah,Male,Seabrook,Cremont,435,400614,235152827,106802586,19277860,15333904,288,65
28/07/2021,03/08/2021,Fuvahmulah,Maafushi,Seabrook,Portico,435,400614,3031368,192522067,1180071,729645,253,805
28/07/2021,03/08/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,435,400614,42061711,98947498,18963619,9897026,350,73
28/07/2021,03/08/2021,Fuvahmulah,Baros,Seabrook,Stonewall,435,400614,22612381,245632760,3859842,16421897,151,92
28/07/2021,03/08/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,435,400614,173728215,53899395,12573417,3654968,276,811
04/08/2021,10/08/2021,Male,Male,Cremont,Cremont,927,87542,134801671,242751579,9747118,16493476,308,776
04/08/2021,10/08/2021,Male,Maafushi,Cremont,Portico,927,87542,117103350,102732660,12496545,9323383,0,251
04/08/2021,10/08/2021,Male,Naifaru,Cremont,Metromic,927,87542,62225372,225243049,10607951,259823,66,307
04/08/2021,10/08/2021,Male,Baros,Cremont,Stonewall,927,87542,93551436,38010736,19801007,6374966,472,195
04/08/2021,10/08/2021,Male,Fuvahmulah,Cremont,Seabrook,927,87542,141200811,43322028,8038076,9642651,330,388
04/08/2021,10/08/2021,Maafushi,Male,Portico,Cremont,1597,177190,193145105,68506946,13493196,16218350,210,285
04/08/2021,10/08/2021,Maafushi,Maafushi,Portico,Portico,1597,177190,153538294,6070443,18101506,4500997,367,633
04/08/2021,10/08/2021,Maafushi,Naifaru,Portico,Metromic,1597,177190,76344770,106019344,14641155,9690226,426,681
04/08/2021,10/08/2021,Maafushi,Baros,Portico,Stonewall,1597,177190,66736761,16467012,5405844,141122,300,403
04/08/2021,10/08/2021,Maafushi,Fuvahmulah,Portico,Seabrook,1597,177190,46146167,31756519,3989200,2418230,17,287
04/08/2021,10/08/2021,Naifaru,Male,Metromic,Cremont,1651,232881,120818490,66476296,7175255,2443525,2,835
04/08/2021,10/08/2021,Naifaru,Maafushi,Metromic,Portico,1651,232881,39108616,7588654,5257890,17690649,249,755
04/08/2021,10/08/2021,Naifaru,Naifaru,Metromic,Metromic,1651,232881,220707652,224141558,9430579,6823886,73,301
04/08/2021,10/08/2021,Naifaru,Baros,Metromic,Stonewall,1651,232881,87126357,131441155,18455959,17038760,256,162
04/08/2021,10/08/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,1651,232881,229757606,3180018,12930826,11011824,485,321
04/08/2021,10/08/2021,Baros,Male,Stonewall,Cremont,1483,224046,146720413,180364628,19499028,5045382,496,729
04/08/2021,10/08/2021,Baros,Maafushi,Stonewall,Portico,1483,224046,48484973,161384990,9653136,7625809,195,133
04/08/2021,10/08/2021,Baros,Naifaru,Stonewall,Metromic,1483,224046,49331880,196539507,6493301,13287359,3,732
04/08/2021,10/08/2021,Baros,Baros,Stonewall,Stonewall,1483,224046,61948727,246686303,16761020,4079569,336,373
04/08/2021,10/08/2021,Baros,Fuvahmulah,Stonewall,Seabrook,1483,224046,70967710,213705367,18052325,1670770,342,275
04/08/2021,10/08/2021,Fuvahmulah,Male,Seabrook,Cremont,396,431381,7086295,187663766,6390097,9364104,39,849
04/08/2021,10/08/2021,Fuvahmulah,Maafushi,Seabrook,Portico,396,431381,118637738,118659588,13069427,7774586,473,47
04/08/2021,10/08/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,396,431381,22896305,206582271,5335518,13732035,32,550
04/08/2021,10/08/2021,Fuvahmulah,Baros,Seabrook,Stonewall,396,431381,215296179,226011073,14537724,16656567,483,615
04/08/2021,10/08/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,396,431381,36845726,75716974,2617856,13670637,478,486
11/08/2021,17/08/2021,Male,Male,Cremont,Cremont,1577,274866,38596012,149449446,999811,4104703,460,473
11/08/2021,17/08/2021,Male,Maafushi,Cremont,Portico,1577,274866,32408147,215869161,16884104,8576759,240,480
11/08/2021,17/08/2021,Male,Naifaru,Cremont,Metromic,1577,274866,50502894,196585375,15358926,18971658,243,887
11/08/2021,17/08/2021,Male,Baros,Cremont,Stonewall,1577,274866,226161793,218361418,5180987,7875697,2,118
11/08/2021,17/08/2021,Male,Fuvahmulah,Cremont,Seabrook,1577,274866,206298130,137316632,12520938,1101728,83,618
11/08/2021,17/08/2021,Maafushi,Male,Portico,Cremont,1580,400378,224649422,98889597,9903041,15434431,394,830
11/08/2021,17/08/2021,Maafushi,Maafushi,Portico,Portico,1580,400378,95626644,30818928,574187,16277759,409,324
11/08/2021,17/08/2021,Maafushi,Naifaru,Portico,Metromic,1580,400378,52493383,146130275,9826860,9377008,370,786
11/08/2021,17/08/2021,Maafushi,Baros,Portico,Stonewall,1580,400378,106145923,168130669,12621373,1727192,386,636
11/08/2021,17/08/2021,Maafushi,Fuvahmulah,Portico,Seabrook,1580,400378,83877986,234528000,3656327,17479509,181,264
11/08/2021,17/08/2021,Naifaru,Male,Metromic,Cremont,633,339923,62330032,23223410,19549220,5188975,403,598
11/08/2021,17/08/2021,Naifaru,Maafushi,Metromic,Portico,633,339923,180057335,139810148,4200286,2225581,431,428
11/08/2021,17/08/2021,Naifaru,Naifaru,Metromic,Metromic,633,339923,82216133,88078724,12746,10400522,449,62
11/08/2021,17/08/2021,Naifaru,Baros,Metromic,Stonewall,633,339923,43584366,95828829,12091705,1750385,3,457
11/08/2021,17/08/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,633,339923,80246948,169703581,14006386,14126058,99,207
11/08/2021,17/08/2021,Baros,Male,Stonewall,Cremont,1476,58949,26043827,19618697,8906005,11840302,132,33
11/08/2021,17/08/2021,Baros,Maafushi,Stonewall,Portico,1476,58949,104019931,87018285,5918445,18780070,306,121
11/08/2021,17/08/2021,Baros,Naifaru,Stonewall,Metromic,1476,58949,251994717,54881966,15911584,15025326,42,63
11/08/2021,17/08/2021,Baros,Baros,Stonewall,Stonewall,1476,58949,162368660,21918179,12976073,14636242,147,743
11/08/2021,17/08/2021,Baros,Fuvahmulah,Stonewall,Seabrook,1476,58949,189270844,52346983,17086249,12092294,244,660
11/08/2021,17/08/2021,Fuvahmulah,Male,Seabrook,Cremont,115,38752,225392117,18006125,7219083,14006410,147,492
11/08/2021,17/08/2021,Fuvahmulah,Maafushi,Seabrook,Portico,115,38752,188364396,88392711,15851301,15349513,103,833
11/08/2021,17/08/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,115,38752,166365540,213712936,3286924,7769371,378,132
11/08/2021,17/08/2021,Fuvahmulah,Baros,Seabrook,Stonewall,115,38752,145761106,188254975,15800212,16419521,484,294
11/08/2021,17/08/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,115,38752,214612576,64100821,4349463,10696799,19,98
18/08/2021,24/08/2021,Male,Male,Cremont,Cremont,499,83695,13707957,12399469,4669663,13307738,23,340
18/08/2021,24/08/2021,Male,Maafushi,Cremont,Portico,499,83695,70029127,61720845,11682602,9655842,10,27
18/08/2021,24/08/2021,Male,Naifaru,Cremont,Metromic,499,83695,28310460,204527057,15075222,8863508,457,184
18/08/2021,24/08/2021,Male,Baros,Cremont,Stonewall,499,83695,120658761,5763401,1070430,15950608,108,79
18/08/2021,24/08/2021,Male,Fuvahmulah,Cremont,Seabrook,499,83695,67635065,66229249,19547583,390939,203,418
18/08/2021,24/08/2021,Maafushi,Male,Portico,Cremont,1220,34147,41945406,40527923,10916378,844265,225,787
18/08/2021,24/08/2021,Maafushi,Maafushi,Portico,Portico,1220,34147,189763630,199294058,4815806,9108142,203,332
18/08/2021,24/08/2021,Maafushi,Naifaru,Portico,Metromic,1220,34147,241072218,62354235,8419160,18495031,113,60
18/08/2021,24/08/2021,Maafushi,Baros,Portico,Stonewall,1220,34147,150523218,210959054,2153795,9267374,15,342
18/08/2021,24/08/2021,Maafushi,Fuvahmulah,Portico,Seabrook,1220,34147,110487692,230326648,9638704,10441871,362,438
18/08/2021,24/08/2021,Naifaru,Male,Metromic,Cremont,546,306836,220305192,121217803,6333733,13036753,343,674
18/08/2021,24/08/2021,Naifaru,Maafushi,Metromic,Portico,546,306836,197075096,167195999,8371496,17060249,465,854
18/08/2021,24/08/2021,Naifaru,Naifaru,Metromic,Metromic,546,306836,167298045,42898422,7627613,2741196,338,179
18/08/2021,24/08/2021,Naifaru,Baros,Metromic,Stonewall,546,306836,70486171,6283456,17648573,12173550,262,79
18/08/2021,24/08/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,546,306836,154838523,165132223,15069405,9869396,88,101
18/08/2021,24/08/2021,Baros,Male,Stonewall,Cremont,696,106048,231954986,125345037,9401018,4518024,43,334
18/08/2021,24/08/2021,Baros,Maafushi,Stonewall,Portico,696,106048,3469569,181842540,1278180,2895882,216,735
18/08/2021,24/08/2021,Baros,Naifaru,Stonewall,Metromic,696,106048,138322614,242894296,9883268,9040813,210,423
18/08/2021,24/08/2021,Baros,Baros,Stonewall,Stonewall,696,106048,162521909,171246320,1231378,16366166,344,595
18/08/2021,24/08/2021,Baros,Fuvahmulah,Stonewall,Seabrook,696,106048,96710245,87209003,11459083,9416150,123,879
18/08/2021,24/08/2021,Fuvahmulah,Male,Seabrook,Cremont,86,281951,161454750,213732174,15418061,8886945,171,771
18/08/2021,24/08/2021,Fuvahmulah,Maafushi,Seabrook,Portico,86,281951,60008679,207832424,9789019,11086965,176,598
18/08/2021,24/08/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,86,281951,57908547,50723242,8630730,11710861,222,462
18/08/2021,24/08/2021,Fuvahmulah,Baros,Seabrook,Stonewall,86,281951,39209241,217628245,1689713,12500760,414,517
18/08/2021,24/08/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,86,281951,26473559,194975962,17372849,12531508,183,278
25/08/2021,31/08/2021,Male,Male,Cremont,Cremont,1684,331888,111039276,186222759,10376352,18769842,137,171
25/08/2021,31/08/2021,Male,Maafushi,Cremont,Portico,1684,331888,200357840,153761735,12071493,14515023,48,95
25/08/2021,31/08/2021,Male,Naifaru,Cremont,Metromic,1684,331888,74127653,19939486,13116558,8726287,268,285
25/08/2021,31/08/2021,Male,Baros,Cremont,Stonewall,1684,331888,148019530,241426143,4679207,10417107,410,843
25/08/2021,31/08/2021,Male,Fuvahmulah,Cremont,Seabrook,1684,331888,244799619,59187380,1735420,1597721,218,836
25/08/2021,31/08/2021,Maafushi,Male,Portico,Cremont,765,233832,75517065,155987576,17648305,9288421,442,438
25/08/2021,31/08/2021,Maafushi,Maafushi,Portico,Portico,765,233832,181642816,162708328,17828552,15124232,286,305
25/08/2021,31/08/2021,Maafushi,Naifaru,Portico,Metromic,765,233832,18534601,24789794,8568811,778921,315,815
25/08/2021,31/08/2021,Maafushi,Baros,Portico,Stonewall,765,233832,251979435,96280441,1127778,19832355,342,354
25/08/2021,31/08/2021,Maafushi,Fuvahmulah,Portico,Seabrook,765,233832,175242908,155391194,10346145,3807083,498,831
25/08/2021,31/08/2021,Naifaru,Male,Metromic,Cremont,1188,232894,182030176,90013464,18803611,1894592,390,603
25/08/2021,31/08/2021,Naifaru,Maafushi,Metromic,Portico,1188,232894,202832717,156963236,7683515,12297915,491,230
25/08/2021,31/08/2021,Naifaru,Naifaru,Metromic,Metromic,1188,232894,136661490,201493581,19279648,9028322,405,255
25/08/2021,31/08/2021,Naifaru,Baros,Metromic,Stonewall,1188,232894,127024718,216370858,1647241,3050606,132,360
25/08/2021,31/08/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,1188,232894,3663368,249211617,15828079,6309767,446,613
25/08/2021,31/08/2021,Baros,Male,Stonewall,Cremont,388,363336,118851655,217067707,17817615,1241290,251,641
25/08/2021,31/08/2021,Baros,Maafushi,Stonewall,Portico,388,363336,11268120,103963336,13898753,2822046,384,854
25/08/2021,31/08/2021,Baros,Naifaru,Stonewall,Metromic,388,363336,242720355,95005315,19337832,897316,435,17
25/08/2021,31/08/2021,Baros,Baros,Stonewall,Stonewall,388,363336,219189165,39294884,12342983,15220040,403,354
25/08/2021,31/08/2021,Baros,Fuvahmulah,Stonewall,Seabrook,388,363336,169208562,216097359,14566220,4656501,466,80
25/08/2021,31/08/2021,Fuvahmulah,Male,Seabrook,Cremont,172,233889,164017180,130926578,10198063,16568141,360,473
25/08/2021,31/08/2021,Fuvahmulah,Maafushi,Seabrook,Portico,172,233889,79162025,98592971,6107683,17561503,8,484
25/08/2021,31/08/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,172,233889,113643724,76054875,11993263,19389219,327,467
25/08/2021,31/08/2021,Fuvahmulah,Baros,Seabrook,Stonewall,172,233889,168326504,196243555,13826651,17739097,102,773
25/08/2021,31/08/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,172,233889,119764371,189320529,15831335,12991459,184,311
01/09/2021,07/09/2021,Male,Male,Cremont,Cremont,918,216571,90480524,59724958,13797975,576571,453,164
01/09/2021,07/09/2021,Male,Maafushi,Cremont,Portico,918,216571,211632718,113346715,17511980,3864284,187,570
01/09/2021,07/09/2021,Male,Naifaru,Cremont,Metromic,918,216571,47600827,138747094,11574703,11524702,160,693
01/09/2021,07/09/2021,Male,Baros,Cremont,Stonewall,918,216571,87217265,76605730,17066204,2342047,231,296
01/09/2021,07/09/2021,Male,Fuvahmulah,Cremont,Seabrook,918,216571,127527795,45856848,6211009,6704541,230,485
01/09/2021,07/09/2021,Maafushi,Male,Portico,Cremont,337,136578,7534565,30778512,50688,17630518,88,700
01/09/2021,07/09/2021,Maafushi,Maafushi,Portico,Portico,337,136578,80533328,67352127,12323522,13055465,426,583
01/09/2021,07/09/2021,Maafushi,Naifaru,Portico,Metromic,337,136578,178421369,69206925,18571557,10264163,488,467
01/09/2021,07/09/2021,Maafushi,Baros,Portico,Stonewall,337,136578,45914491,61206700,15456667,3839077,155,464
01/09/2021,07/09/2021,Maafushi,Fuvahmulah,Portico,Seabrook,337,136578,251255638,235812756,11558692,14831973,202,780
01/09/2021,07/09/2021,Naifaru,Male,Metromic,Cremont,612,374561,70695916,87500141,18946833,6224201,398,230
01/09/2021,07/09/2021,Naifaru,Maafushi,Metromic,Portico,612,374561,43829011,42475312,16763788,13006024,257,776
01/09/2021,07/09/2021,Naifaru,Naifaru,Metromic,Metromic,612,374561,226588286,157636464,5612903,15507264,252,391
01/09/2021,07/09/2021,Naifaru,Baros,Metromic,Stonewall,612,374561,241099290,167057519,11918560,3405039,71,526
01/09/2021,07/09/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,612,374561,51871550,205509517,14627342,15656219,374,418
01/09/2021,07/09/2021,Baros,Male,Stonewall,Cremont,1059,170360,18279204,11753170,18247827,17794141,297,810
01/09/2021,07/09/2021,Baros,Maafushi,Stonewall,Portico,1059,170360,174301282,230148160,9576191,2267807,2,20
01/09/2021,07/09/2021,Baros,Naifaru,Stonewall,Metromic,1059,170360,102734794,1096136,13325300,12079551,152,782
01/09/2021,07/09/2021,Baros,Baros,Stonewall,Stonewall,1059,170360,141818860,150264961,13295498,3901802,92,330
01/09/2021,07/09/2021,Baros,Fuvahmulah,Stonewall,Seabrook,1059,170360,220125883,227388548,14401540,1799067,293,359
01/09/2021,07/09/2021,Fuvahmulah,Male,Seabrook,Cremont,324,184917,118935680,244251259,8795122,12459810,450,256
01/09/2021,07/09/2021,Fuvahmulah,Maafushi,Seabrook,Portico,324,184917,150634300,212915314,9149345,19996288,292,718
01/09/2021,07/09/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,324,184917,103043047,234113428,16455572,5473897,211,510
01/09/2021,07/09/2021,Fuvahmulah,Baros,Seabrook,Stonewall,324,184917,190511529,165830027,8178306,6201936,267,753
01/09/2021,07/09/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,324,184917,29002770,177126917,2084512,8674569,336,539
08/09/2021,14/09/2021,Male,Male,Cremont,Cremont,454,19859,59360522,531447,18142598,10081559,421,142
08/09/2021,14/09/2021,Male,Maafushi,Cremont,Portico,454,19859,51025590,172855549,8777285,19219714,498,159
08/09/2021,14/09/2021,Male,Naifaru,Cremont,Metromic,454,19859,247840488,39674770,5677485,12503877,211,238
08/09/2021,14/09/2021,Male,Baros,Cremont,Stonewall,454,19859,48519128,15542221,8275956,9837967,25,364
08/09/2021,14/09/2021,Male,Fuvahmulah,Cremont,Seabrook,454,19859,38380571,95439544,12947903,13994072,236,19
08/09/2021,14/09/2021,Maafushi,Male,Portico,Cremont,296,202660,86712996,137436745,8240815,17522754,459,321
08/09/2021,14/09/2021,Maafushi,Maafushi,Portico,Portico,296,202660,235029460,249628772,5149327,422147,492,538
08/09/2021,14/09/2021,Maafushi,Naifaru,Portico,Metromic,296,202660,24648224,161030025,710497,16069810,107,875
08/09/2021,14/09/2021,Maafushi,Baros,Portico,Stonewall,296,202660,240102636,216804177,17368919,1783139,269,663
08/09/2021,14/09/2021,Maafushi,Fuvahmulah,Portico,Seabrook,296,202660,117007930,71610021,13831298,13277386,429,715
08/09/2021,14/09/2021,Naifaru,Male,Metromic,Cremont,785,337508,186812950,195835240,18030226,14580374,367,42
08/09/2021,14/09/2021,Naifaru,Maafushi,Metromic,Portico,785,337508,179595214,64039484,1687754,10391540,318,777
08/09/2021,14/09/2021,Naifaru,Naifaru,Metromic,Metromic,785,337508,117298955,201996513,18983266,2363705,347,808
08/09/2021,14/09/2021,Naifaru,Baros,Metromic,Stonewall,785,337508,222859926,149151946,12856643,19901311,230,335
08/09/2021,14/09/2021,Naifaru,Fuvahmulah,Metromic,Seabrook,785,337508,28002794,155579337,15159363,1960041,75,891
08/09/2021,14/09/2021,Baros,Male,Stonewall,Cremont,695,36506,229723464,41484870,12363269,17928991,494,734
08/09/2021,14/09/2021,Baros,Maafushi,Stonewall,Portico,695,36506,174448474,227017699,8936586,19613724,248,751
08/09/2021,14/09/2021,Baros,Naifaru,Stonewall,Metromic,695,36506,56339674,1528989,11788689,17987209,0,879
08/09/2021,14/09/2021,Baros,Baros,Stonewall,Stonewall,695,36506,1054712,66090171,200356,5988735,442,742
08/09/2021,14/09/2021,Baros,Fuvahmulah,Stonewall,Seabrook,695,36506,152776487,1860226,871333,3086465,105,187
08/09/2021,14/09/2021,Fuvahmulah,Male,Seabrook,Cremont,1678,302256,62538615,157086269,17887430,1873095,275,145
08/09/2021,14/09/2021,Fuvahmulah,Maafushi,Seabrook,Portico,1678,302256,234806193,123780442,1525009,9334577,430,709
08/09/2021,14/09/2021,Fuvahmulah,Naifaru,Seabrook,Metromic,1678,302256,221280866,1451979,6403775,11578213,50,482
08/09/2021,14/09/2021,Fuvahmulah,Baros,Seabrook,Stonewall,1678,302256,108423256,144753704,16980200,18606147,370,468
08/09/2021,14/09/2021,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1678,302256,65235436,12078746,19066845,13916839,330,211
15/09/2021,21/09/2021,Male,Male,Cremont,Cremont,745,464994,84598094,399578,201350,14598914,93,772
15/09/2021,21/09/2021,Male,Maafushi,Cremont,Portico,745,464994,213229572,141771294,17947255,6547342,365,599
15/09/2021,21/09/2021,Male,Naifaru,Cremont,Metromic,745,464994,220886770,196839301,7659342,17868716,25,647
15/09/2021,21/09/2021,Male,Baros,Cremont,Stonewall,745,464994,3537340,144406871,18154219,1485956,333,560
15/09/2021,21/09/2021,Male,Fuvahmulah,Cremont,Seabrook,745,464994,221086222,113888404,16366112,4056443,128,578
15/09/2021,21/09/2021,Maafushi,Male,Portico,Cremont,1049,390366,169756578,8939529,15566310,1651964,199,409
15/09/2021,21/09/2021,Maafushi,Maafushi,Portico,Portico,1049,390366,246083462,26457410,11824702,8126946,24,393
15/09/2021,21/09/2021,Maafushi,Naifaru,Portico,Metromic,1049,390366,3627871,247859202,13722550,15182589,15,651
15/09/2021,21/09/2021,Maafushi,Baros,Portico,Stonewall,1049,390366,243963109,246071154,2146798,12078075,143,887
15/09/2021,21/09/2021,Maafushi,Fuvahmulah,Portico,Seabrook,1049,390366,38932935,40478007,9983570,13362082,40,307
15/09/2021,21/09/2021,Naifaru,Male,Metromic,Cremont,109,454663,60419681,137709571,15003957,19290778,87,664
15/09/2021,21/09/2021,Naifaru,Maafushi,Metromic,Portico,109,454663,178090888,181890441,15371617,5445327,145,178
15/09/2021,21/09/2021,Naifaru,Naifaru,Metromic,Metromic,109,454663,9764115,151179374,7320241,13668722,124,288
15/09/2021,21/09/2021,Naifaru,Baros,Metromic,Stonewall,109,454663,243826063,15550277,19608368,1824775,96,788
