date,district_in,district_out,district_in_encoded,district_out_encoded,density,subscribers,sms_in ,sms_out ,call_in,call_out ,movement ,average_call_duration
2021-07,Maafushi,Fuvahmulah,Portico,Seabrook,781.8,237208.6,894514478,882735934,57874387,50436629,311.2,366
2021-07,Maafushi,Maafushi,Portico,Portico,781.8,237208.6,886497370,774777015,48624441,30482570,192.2,566.6
2021-07,Maafushi,Male,Portico,Cremont,781.8,237208.6,786456669,596564148,71633982,58811215,166.8,348.4
2021-07,Maafushi,Naifaru,Portico,Metromic,781.8,237208.6,539256113,372538357,22423367,41822376,308.2,253.8
2021-07,Male,Baros,Cremont,Stonewall,574.8,288546.2,364002645,713689037,50326377,47467292,179.6,587
2021-07,Male,Fuvahmulah,Cremont,Seabrook,574.8,288546.2,510635440,608924594,43564738,22405554,292,284
2021-07,Male,Maafushi,Cremont,Portico,574.8,288546.2,556238907,745125278,32892838,70101365,253.4,440.2
2021-07,Male,Male,Cremont,Cremont,574.8,288546.2,695068972,738129933,70942565,38756421,260,379.8
2021-07,Male,Naifaru,Cremont,Metromic,574.8,288546.2,793552983,566325589,68645429,62142619,367.4,479.8
2021-07,Naifaru,Baros,Metromic,Stonewall,841,145547,856845639,893015041,62825089,28646396,288.2,398.8
2021-07,Naifaru,Fuvahmulah,Metromic,Seabrook,841,145547,724015643,573109722,56081669,62420929,272.2,301.4
2021-07,Naifaru,Maafushi,Metromic,Portico,841,145547,624506967,589145007,62162008,57384379,249,380.6
2021-07,Naifaru,Male,Metromic,Cremont,841,145547,678197819,869369623,48349430,48995190,203,645
2021-07,Naifaru,Naifaru,Metromic,Metromic,841,145547,875352367,571735606,61201523,76614084,356.2,632.2
2021-08,Baros,Baros,Stonewall,Stonewall,694,203681.25,507632783,338055395,26098385,37858890,332.75,618.75
2021-08,Baros,Fuvahmulah,Stonewall,Seabrook,694,203681.25,497688722,526770917,30272692,31327665,196.75,355.5
2021-08,Baros,Maafushi,Stonewall,Portico,694,203681.25,371268231,538084498,39756862,38142549,234.5,801.25
2021-08,Baros,Male,Stonewall,Cremont,694,203681.25,702331259,523440693,46243640,37787262,301,481.75
2021-08,Baros,Naifaru,Stonewall,Metromic,694,203681.25,602919831,361814413,56290887,34717110,188.75,381
2021-08,Fuvahmulah,Baros,Seabrook,Stonewall,607.5,244714.5,459246502,721521665,36940989,51462737,249.5,550.75
2021-08,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,607.5,244714.5,358583351,593097347,69668694,56673535,290.25,297
2021-08,Fuvahmulah,Maafushi,Seabrook,Portico,607.5,244714.5,381283015,651964734,36870691,52280034,250.25,528
2021-08,Fuvahmulah,Male,Seabrook,Cremont,607.5,244714.5,495557746,734484372,53167767,39849331,299.5,562.75
2021-08,Fuvahmulah,Naifaru,Seabrook,Metromic,607.5,244714.5,395847798,271207557,39885046,57261853,215.25,451.25
2021-08,Maafushi,Baros,Portico,Stonewall,897.75,171307.5,828514596,633976735,34384507,45361786,236.25,518
2021-08,Maafushi,Fuvahmulah,Portico,Seabrook,897.75,171307.5,440128781,608811825,45870621,29670267,440.5,603
2021-08,Maafushi,Maafushi,Portico,Portico,897.75,171307.5,807288830,714847748,31109964,39127735,252.25,434.75
2021-08,Maafushi,Male,Portico,Cremont,897.75,171307.5,214044354,458648892,54875817,45734728,399.5,588.25
2021-08,Maafushi,Naifaru,Portico,Metromic,897.75,171307.5,388344698,315322842,28030035,55235538,180.5,502.25
2021-08,Male,Baros,Cremont,Stonewall,896.5,165366.75,443405909,444495411,32851403,38816083,143.75,408.75
2021-08,Male,Fuvahmulah,Cremont,Seabrook,896.5,165366.75,564027448,449736427,54086861,19494649,268,498.25
2021-08,Male,Maafushi,Cremont,Portico,896.5,165366.75,377773165,583471470,38248250,60398105,221,134.25
2021-08,Male,Male,Cremont,Cremont,896.5,165366.75,299847524,340194425,43840597,55951491,219.5,266.5
2021-08,Male,Naifaru,Cremont,Metromic,896.5,165366.75,387922623,357082756,35707518,32547758,249,303.5
2021-08,Naifaru,Baros,Metromic,Stonewall,633,294033.25,645766638,393868245,42200318,52178433,218.25,279.5
2021-08,Naifaru,Fuvahmulah,Metromic,Seabrook,633,294033.25,323983300,769169608,59614563,25327567,242.75,457
2021-08,Naifaru,Maafushi,Metromic,Portico,633,294033.25,800826153,638416048,20468742,54616346,398.75,513.5
2021-08,Naifaru,Male,Metromic,Cremont,633,294033.25,609463972,602735608,46661587,34736495,362.25,434
2021-08,Naifaru,Naifaru,Metromic,Metromic,633,294033.25,582022840,481810849,56139776,15948561,374.5,348
2021-09,Baros,Baros,Stonewall,Stonewall,496,148915.75,657117497,452190077,28511204,42861705,274.25,160.5
2021-09,Baros,Fuvahmulah,Stonewall,Seabrook,496,148915.75,382247206,798469935,39271514,21996921,309.25,260.25
2021-09,Baros,Maafushi,Stonewall,Portico,496,148915.75,492365340,539815763,44187436,27911385,223.25,323.5
2021-09,Baros,Male,Stonewall,Cremont,496,148915.75,701940103,370434865,23083209,34001860,165,445.75
2021-09,Baros,Naifaru,Stonewall,Metromic,496,148915.75,289776514,514396693,41335330,28674121,188,639.75
2021-09,Fuvahmulah,Baros,Seabrook,Stonewall,521.75,307227.5,576284486,229460962,40528137,47284826,170.25,648.25
2021-09,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,521.75,307227.5,556252242,687159622,37356326,43045567,294.5,253
2021-09,Fuvahmulah,Maafushi,Seabrook,Portico,521.75,307227.5,147379251,603212060,32512067,31599569,187.75,319.75
2021-09,Fuvahmulah,Male,Seabrook,Cremont,521.75,307227.5,405308086,496238264,54025771,45295335,88.25,526.75
2021-09,Fuvahmulah,Naifaru,Seabrook,Metromic,521.75,307227.5,190995426,810788085,36333782,22684918,173.75,687.75
2021-09,Maafushi,Baros,Portico,Stonewall,1009.25,383455,662497243,654383771,25173547,34083277,174.25,532.5
2021-09,Maafushi,Fuvahmulah,Portico,Seabrook,1009.25,383455,653274889,558859532,40482236,39904719,97.75,543
2021-09,Maafushi,Maafushi,Portico,Portico,1009.25,383455,594078867,362554680,42511699,30953980,283.75,287
2021-09,Maafushi,Male,Portico,Cremont,1009.25,383455,812711639,203257539,22192296,45328269,222,589.25
2021-09,Maafushi,Naifaru,Portico,Metromic,1009.25,383455,356633659,552327143,33221393,53582146,213.5,800.75
2021-09,Male,Baros,Cremont,Stonewall,981.75,292069,205204036,509661066,57588170,21930558,248.25,315.25
2021-09,Male,Fuvahmulah,Cremont,Seabrook,981.75,292069,487638140,655077003,36783936,19934166,132.75,489.75
2021-09,Male,Maafushi,Cremont,Portico,981.75,292069,547532004,582682953,51861690,39951898,350.75,478
2021-09,Male,Male,Cremont,Cremont,981.75,292069,577950765,215228031,39832529,49192537,256,639.75
2021-09,Male,Naifaru,Cremont,Metromic,981.75,292069,317104436,709585469,39125202,56470569,219,333.5
2021-09,Naifaru,Baros,Metromic,Stonewall,657.75,300564,560431171,661559244,64994408,26560400,273.5,512.75
2021-09,Naifaru,Fuvahmulah,Metromic,Seabrook,657.75,300564,398241982,600563750,27664552,44523315,169.75,570.5
2021-09,Naifaru,Maafushi,Metromic,Portico,657.75,300564,620320595,371502845,36441187,48855409,254,368
2021-09,Naifaru,Male,Metromic,Cremont,657.75,300564,403365325,531948762,44920725,40605815,280.5,567.25
2021-09,Naifaru,Naifaru,Metromic,Metromic,657.75,300564,421135752,679141085,57233717,58493708,98,458.5
2021-10,Baros,Baros,Stonewall,Stonewall,1170,189268.5,604865730,778269996,56903491,50182729,347.833333333333,369.166666666667
2021-10,Baros,Fuvahmulah,Stonewall,Seabrook,1170,189268.5,733504387,532526248,56132394,57824692,216.333333333333,675.666666666667
2021-10,Baros,Maafushi,Stonewall,Portico,1170,189268.5,641430093,720222244,90681258,76107217,243,411.666666666667
2021-10,Baros,Male,Stonewall,Cremont,1170,189268.5,664267733,851824870,35508306,65241776,183.833333333333,441.833333333333
2021-10,Baros,Naifaru,Stonewall,Metromic,1170,189268.5,562047413,584572962,76967228,56791001,264.333333333333,264.166666666667
2021-10,Fuvahmulah,Baros,Seabrook,Stonewall,820.666666666667,319026.833333333,552237901,796194900,57406938,44995247,269.5,412
2021-10,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,820.666666666667,319026.833333333,712264238,967654875,63611596,48940062,358.333333333333,262.166666666667
2021-10,Fuvahmulah,Maafushi,Seabrook,Portico,820.666666666667,319026.833333333,744253431,953195525,25152788,72699269,328.5,346.666666666667
2021-10,Fuvahmulah,Male,Seabrook,Cremont,820.666666666667,319026.833333333,998936987,685928332,46938776,80330914,226.166666666667,466
2021-10,Fuvahmulah,Naifaru,Seabrook,Metromic,820.666666666667,319026.833333333,1079685514,881908349,87806996,57357427,342.833333333333,380.666666666667
2021-10,Maafushi,Baros,Portico,Stonewall,1037.33333333333,228540.5,625329310,620802747,58062700,54841752,323.333333333333,418.666666666667
2021-10,Maafushi,Fuvahmulah,Portico,Seabrook,1037.33333333333,228540.5,525706417,888953769,70009764,65114923,217.5,431.5
2021-10,Maafushi,Maafushi,Portico,Portico,1037.33333333333,228540.5,713977583,672890453,61669884,71451759,315.666666666667,497.166666666667
2021-10,Maafushi,Male,Portico,Cremont,1037.33333333333,228540.5,959433144,1105229415,92210456,73010210,254.333333333333,555
2021-10,Maafushi,Naifaru,Portico,Metromic,1037.33333333333,228540.5,675066560,698990645,71812122,32956177,268.666666666667,325
2021-10,Male,Baros,Cremont,Stonewall,847.333333333333,271110,598651710,545001502,61525156,65388262,167,458.666666666667
2021-10,Male,Fuvahmulah,Cremont,Seabrook,847.333333333333,271110,686639380,778440586,70414538,69039825,212.833333333333,585.666666666667
2021-10,Male,Maafushi,Cremont,Portico,847.333333333333,271110,1033172882,1029348612,47936321,75275299,267.166666666667,380.5
2021-10,Male,Male,Cremont,Cremont,847.333333333333,271110,825497425,682664057,86684931,70429260,243.333333333333,307.5
2021-10,Male,Naifaru,Cremont,Metromic,847.333333333333,271110,523513823,613569858,62384233,55758446,289,274
2021-10,Naifaru,Baros,Metromic,Stonewall,764,218532,850833441,449361722,49118449,55641974,267.666666666667,412.833333333333
2021-10,Naifaru,Fuvahmulah,Metromic,Seabrook,764,218532,680925629,976073017,47828028,35918292,250.5,521.833333333333
2021-10,Naifaru,Maafushi,Metromic,Portico,764,218532,509782834,700035951,46334313,50178584,315.833333333333,571.833333333333
2021-10,Naifaru,Male,Metromic,Cremont,764,218532,460676552,991877465,39692255,56282050,254.5,388.5
2021-10,Naifaru,Naifaru,Metromic,Metromic,764,218532,774751937,528010993,35618754,79898421,144.166666666667,343.333333333333
2021-11,Baros,Baros,Stonewall,Stonewall,1097,238743.666666667,480341405,176792192,37597861,38900223,311,582
2021-11,Baros,Fuvahmulah,Stonewall,Seabrook,1097,238743.666666667,587386640,427551813,55622707,29206624,218.333333333333,436.333333333333
2021-11,Baros,Maafushi,Stonewall,Portico,1097,238743.666666667,240555972,316647231,9519556,29095931,233.333333333333,381.333333333333
2021-11,Baros,Male,Stonewall,Cremont,1097,238743.666666667,124262688,335155884,37198997,36262668,61.3333333333333,237
2021-11,Baros,Naifaru,Stonewall,Metromic,1097,238743.666666667,529184491,298201734,50181692,36054831,184.333333333333,532.666666666667
2021-11,Fuvahmulah,Baros,Seabrook,Stonewall,575.666666666667,213532.666666667,477838168,416466890,35364250,38455738,226.666666666667,164.333333333333
2021-11,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,575.666666666667,213532.666666667,529405065,445114031,29199673,30004227,324.666666666667,323
2021-11,Fuvahmulah,Maafushi,Seabrook,Portico,575.666666666667,213532.666666667,529360576,339167660,31251999,36746573,271.666666666667,420.666666666667
2021-11,Fuvahmulah,Male,Seabrook,Cremont,575.666666666667,213532.666666667,438136609,181517667,26848610,30378334,124.666666666667,385.666666666667
2021-11,Fuvahmulah,Naifaru,Seabrook,Metromic,575.666666666667,213532.666666667,367563764,438036625,28728014,11825200,353.333333333333,307.666666666667
2021-11,Maafushi,Baros,Portico,Stonewall,1281.33333333333,325535.333333333,480944144,397331796,47145205,18014131,364,551.333333333333
2021-11,Maafushi,Fuvahmulah,Portico,Seabrook,1281.33333333333,325535.333333333,400379766,474989386,27562667,40244572,264.666666666667,380.333333333333
2021-11,Maafushi,Maafushi,Portico,Portico,1281.33333333333,325535.333333333,246083303,193401991,18575055,25149306,299.666666666667,431.333333333333
2021-11,Maafushi,Male,Portico,Cremont,1281.33333333333,325535.333333333,526052863,317377684,35520978,31366407,226.333333333333,347
2021-11,Maafushi,Naifaru,Portico,Metromic,1281.33333333333,325535.333333333,394681475,319367912,31330925,28599673,221,400
2021-11,Male,Baros,Cremont,Stonewall,1238.66666666667,407758.333333333,430103069,309671501,14733192,29393680,145.333333333333,400.333333333333
2021-11,Male,Fuvahmulah,Cremont,Seabrook,1238.66666666667,407758.333333333,441528147,329525409,17794143,28801852,161.333333333333,553
2021-11,Male,Maafushi,Cremont,Portico,1238.66666666667,407758.333333333,476196550,384249609,45280013,28121800,143.666666666667,327.666666666667
2021-11,Male,Male,Cremont,Cremont,1238.66666666667,407758.333333333,429767633,357855247,18240445,29757222,247.333333333333,408.333333333333
2021-11,Male,Naifaru,Cremont,Metromic,1238.66666666667,407758.333333333,372451637,338995149,30051333,38627600,218.333333333333,540
2021-11,Naifaru,Baros,Metromic,Stonewall,1087.66666666667,336927.333333333,245175725,195227190,34032001,31475011,259.333333333333,223
2021-11,Naifaru,Fuvahmulah,Metromic,Seabrook,1087.66666666667,336927.333333333,283290038,511318570,28038042,47115234,248.333333333333,246.666666666667
2021-11,Naifaru,Maafushi,Metromic,Portico,1087.66666666667,336927.333333333,600126052,400314985,33044410,24629716,332.333333333333,449.666666666667
2021-11,Naifaru,Male,Metromic,Cremont,1087.66666666667,336927.333333333,245414652,262171221,44555714,16424516,267.666666666667,519
2021-11,Naifaru,Naifaru,Metromic,Metromic,1087.66666666667,336927.333333333,383770808,334713034,34931702,30110133,340.666666666667,551.666666666667
2021-12,Baros,Baros,Stonewall,Stonewall,703.5,391178,379899678,523186388,28058040,40648888,230.25,630.25
2021-12,Baros,Fuvahmulah,Stonewall,Seabrook,703.5,391178,687436121,847343085,16201606,39718806,270.25,440.5
2021-12,Baros,Maafushi,Stonewall,Portico,703.5,391178,346302269,564122482,29442088,54679695,263.75,720.5
2021-12,Baros,Male,Stonewall,Cremont,703.5,391178,396044502,435478701,38371600,56741856,167.25,671.5
2021-12,Baros,Naifaru,Stonewall,Metromic,703.5,391178,529569977,623841833,30317729,49157767,339.75,508
2021-12,Fuvahmulah,Baros,Seabrook,Stonewall,737.5,131200,736103676,536176526,32635836,33789865,275.75,373
2021-12,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,737.5,131200,302047373,470044606,26575099,58001491,284.25,363.75
2021-12,Fuvahmulah,Maafushi,Seabrook,Portico,737.5,131200,521076275,695404742,49720959,35730272,322.5,356
2021-12,Fuvahmulah,Male,Seabrook,Cremont,737.5,131200,546123172,624449564,38725573,29692716,341.75,740.75
2021-12,Fuvahmulah,Naifaru,Seabrook,Metromic,737.5,131200,319347550,557412634,29631334,48641606,234.75,428.25
2021-12,Maafushi,Baros,Portico,Stonewall,939.25,271249.75,558923423,632853687,48163577,38356998,143,129.25
2021-12,Maafushi,Fuvahmulah,Portico,Seabrook,939.25,271249.75,501253134,673573635,55642946,52664446,234,525.75
2021-12,Maafushi,Maafushi,Portico,Portico,939.25,271249.75,586907162,496762331,27922763,53919679,148,555.5
2021-12,Maafushi,Male,Portico,Cremont,939.25,271249.75,551942436,304438050,39533490,50386805,235.5,373.75
2021-12,Maafushi,Naifaru,Portico,Metromic,939.25,271249.75,632596723,845628894,59790147,45997995,157.5,517.25
2021-12,Male,Baros,Cremont,Stonewall,912.75,198144,523093811,477869795,36413809,56732533,222.75,432
2021-12,Male,Fuvahmulah,Cremont,Seabrook,912.75,198144,658055817,624185119,49555699,55582629,319,445.75
2021-12,Male,Maafushi,Cremont,Portico,912.75,198144,277181942,573810361,32718866,27564334,386,350.75
2021-12,Male,Male,Cremont,Cremont,912.75,198144,388109076,558917994,68860455,53331119,204.5,423.25
2021-12,Male,Naifaru,Cremont,Metromic,912.75,198144,239762997,575096652,37645888,42607166,245,342
2021-12,Naifaru,Baros,Metromic,Stonewall,536,257969.5,413538898,712115071,28431723,65660069,258.75,524
2021-12,Naifaru,Fuvahmulah,Metromic,Seabrook,536,257969.5,601017601,441489926,53696794,20788253,184.25,247.5
2021-12,Naifaru,Maafushi,Metromic,Portico,536,257969.5,607333929,336843742,39990101,21643271,382.75,457.5
2021-12,Naifaru,Male,Metromic,Cremont,536,257969.5,687086887,542154252,39616697,32221436,337.25,364
2021-12,Naifaru,Naifaru,Metromic,Metromic,536,257969.5,658664600,548070611,26331055,29638659,291.5,637
2022-01,Baros,Baros,Stonewall,Stonewall,806.666666666667,307305.666666667,399755530,461029629,11734122,18500569,340.666666666667,474.666666666667
2022-01,Baros,Fuvahmulah,Stonewall,Seabrook,806.666666666667,307305.666666667,225886196,422763589,46595014,36224259,385.333333333333,676.333333333333
2022-01,Baros,Maafushi,Stonewall,Portico,806.666666666667,307305.666666667,301346519,614549179,15697078,38679274,288,399.333333333333
2022-01,Baros,Male,Stonewall,Cremont,806.666666666667,307305.666666667,240160898,362102425,26823870,39480504,84,360.666666666667
2022-01,Baros,Naifaru,Stonewall,Metromic,806.666666666667,307305.666666667,393896108,85779140,30871642,28894863,172.666666666667,446.333333333333
2022-01,Fuvahmulah,Baros,Seabrook,Stonewall,1211,279834.333333333,219286557,384162147,28691319,26834498,306.333333333333,557.333333333333
2022-01,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1211,279834.333333333,267435343,235290425,24190831,37422192,98.6666666666667,374.333333333333
2022-01,Fuvahmulah,Maafushi,Seabrook,Portico,1211,279834.333333333,189657893,570915936,31408308,31938099,235.666666666667,404
2022-01,Fuvahmulah,Male,Seabrook,Cremont,1211,279834.333333333,321040920,400568676,16614933,43923352,127,311.333333333333
2022-01,Fuvahmulah,Naifaru,Seabrook,Metromic,1211,279834.333333333,444717488,317204938,25666484,48426155,324,368
2022-01,Maafushi,Baros,Portico,Stonewall,1157.66666666667,180444,355256964,54165619,21861441,37507346,369.333333333333,449.333333333333
2022-01,Maafushi,Fuvahmulah,Portico,Seabrook,1157.66666666667,180444,278243174,358959399,19798510,24454218,133.666666666667,579.333333333333
2022-01,Maafushi,Maafushi,Portico,Portico,1157.66666666667,180444,687657201,401795625,14171889,27577728,366.333333333333,579
2022-01,Maafushi,Male,Portico,Cremont,1157.66666666667,180444,514632384,605591337,12528986,24846479,306.333333333333,774.333333333333
2022-01,Maafushi,Naifaru,Portico,Metromic,1157.66666666667,180444,286991523,250426637,19469450,18019708,340,411
2022-01,Male,Baros,Cremont,Stonewall,804,210255.333333333,439491543,339133983,31994734,26796007,330,542
2022-01,Male,Fuvahmulah,Cremont,Seabrook,804,210255.333333333,394230563,150239748,25714982,36606620,222.666666666667,363
2022-01,Male,Maafushi,Cremont,Portico,804,210255.333333333,504293937,368923985,37591314,14589758,321.333333333333,587.666666666667
2022-01,Male,Male,Cremont,Cremont,804,210255.333333333,309668642,203060437,29775193,29384694,137,396.666666666667
2022-01,Male,Naifaru,Cremont,Metromic,804,210255.333333333,222384927,354338278,27258761,24745060,354.333333333333,428
2022-01,Naifaru,Baros,Metromic,Stonewall,309.666666666667,390482.666666667,379873802,249548684,34094247,54916110,253.333333333333,470.666666666667
2022-01,Naifaru,Fuvahmulah,Metromic,Seabrook,309.666666666667,390482.666666667,149663971,390557330,29086548,33546006,293,391.666666666667
2022-01,Naifaru,Maafushi,Metromic,Portico,309.666666666667,390482.666666667,453476516,404246601,21272496,48619533,126.333333333333,252.333333333333
2022-01,Naifaru,Male,Metromic,Cremont,309.666666666667,390482.666666667,452414063,418150236,14996241,18949258,227.333333333333,501
2022-01,Naifaru,Naifaru,Metromic,Metromic,309.666666666667,390482.666666667,312619036,245869849,22803126,20915443,198.333333333333,517
2022-02,Baros,Baros,Stonewall,Stonewall,961.6,281003.2,798895866,639043011,51008373,64250834,321,332.8
2022-02,Baros,Fuvahmulah,Stonewall,Seabrook,961.6,281003.2,527394666,914928814,37987373,44405025,115,377
2022-02,Baros,Maafushi,Stonewall,Portico,961.6,281003.2,455346538,557131656,47844730,59470952,160.2,523.4
2022-02,Baros,Male,Stonewall,Cremont,961.6,281003.2,817697071,417144926,55888980,65412248,182.8,473.8
2022-02,Baros,Naifaru,Stonewall,Metromic,961.6,281003.2,794506142,855826824,46420855,32224544,309.4,417.2
2022-02,Fuvahmulah,Baros,Seabrook,Stonewall,991.4,312382.4,731112075,630948107,66084291,53437380,411,620
2022-02,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,991.4,312382.4,997319119,529631666,42187034,65530753,293.6,494
2022-02,Fuvahmulah,Maafushi,Seabrook,Portico,991.4,312382.4,481645239,880534616,33001574,49787494,207.8,604.8
2022-02,Fuvahmulah,Male,Seabrook,Cremont,991.4,312382.4,710026845,477263442,59869572,43462516,237.4,667.6
2022-02,Fuvahmulah,Naifaru,Seabrook,Metromic,991.4,312382.4,712645709,623279819,43777791,37161137,238.4,391
2022-02,Maafushi,Baros,Portico,Stonewall,974.4,257033.6,789478564,586481954,29331176,56347586,291,708
2022-02,Maafushi,Fuvahmulah,Portico,Seabrook,974.4,257033.6,203640200,569570238,87805701,68714162,273.8,385.6
2022-02,Maafushi,Maafushi,Portico,Portico,974.4,257033.6,514848462,996054904,64522947,30998660,311.2,579.8
2022-02,Maafushi,Male,Portico,Cremont,974.4,257033.6,792186582,602589341,34185548,74694646,241,360.4
2022-02,Maafushi,Naifaru,Portico,Metromic,974.4,257033.6,763216290,948562781,57789082,53886621,172.2,255.6
2022-02,Male,Baros,Cremont,Stonewall,1020.4,278170.8,494663378,436069751,39443847,76186359,186.8,368.2
2022-02,Male,Fuvahmulah,Cremont,Seabrook,1020.4,278170.8,376392994,669980792,61984075,34409743,251.6,374
2022-02,Male,Maafushi,Cremont,Portico,1020.4,278170.8,622821392,515677739,61734101,31201093,246.6,487
2022-02,Male,Male,Cremont,Cremont,1020.4,278170.8,545460422,728487172,58692178,40826841,134.6,476.8
2022-02,Male,Naifaru,Cremont,Metromic,1020.4,278170.8,491099032,391855472,36781452,37594714,213.4,583.4
2022-02,Naifaru,Baros,Metromic,Stonewall,960,274403.6,553289144,625422507,59032959,50155912,317,336.2
2022-02,Naifaru,Fuvahmulah,Metromic,Seabrook,960,274403.6,723348095,656675357,57111349,48565940,185,413
2022-02,Naifaru,Maafushi,Metromic,Portico,960,274403.6,736366335,831396406,38140559,67308421,214,429.8
2022-02,Naifaru,Male,Metromic,Cremont,960,274403.6,598631785,508554643,53513445,65252441,331,369.4
2022-02,Naifaru,Naifaru,Metromic,Metromic,960,274403.6,395525269,577825010,51226857,50514952,273.6,323.2
2022-03,Baros,Baros,Stonewall,Stonewall,648.25,196423,174634675,224978835,49792683,49139322,209,307.5
2022-03,Baros,Fuvahmulah,Stonewall,Seabrook,648.25,196423,826536836,380999892,32099586,47741603,298.5,485
2022-03,Baros,Maafushi,Stonewall,Portico,648.25,196423,667854147,418424893,51318593,46272429,203.5,311.5
2022-03,Baros,Male,Stonewall,Cremont,648.25,196423,481360710,825190735,52219317,25257329,81.75,330.75
2022-03,Baros,Naifaru,Stonewall,Metromic,648.25,196423,719324158,633220156,41153861,37793890,240.5,468.75
2022-03,Fuvahmulah,Baros,Seabrook,Stonewall,1393.5,182137,297666883,640120606,19170222,27667016,97.25,490.5
2022-03,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,1393.5,182137,552677499,381277809,31392545,25278747,336.25,597
2022-03,Fuvahmulah,Maafushi,Seabrook,Portico,1393.5,182137,579333137,479151875,44533326,43479537,173.25,359.5
2022-03,Fuvahmulah,Male,Seabrook,Cremont,1393.5,182137,466349660,628053029,41256283,49102569,246.75,482.75
2022-03,Fuvahmulah,Naifaru,Seabrook,Metromic,1393.5,182137,623733142,552593867,42236888,18520814,314.25,478.25
2022-03,Maafushi,Baros,Portico,Stonewall,1170.25,287172.75,440081668,614985119,46532907,42374856,318,235
2022-03,Maafushi,Fuvahmulah,Portico,Seabrook,1170.25,287172.75,619951575,607982738,44482037,39766845,258.5,565.25
2022-03,Maafushi,Maafushi,Portico,Portico,1170.25,287172.75,509532058,498583039,47116683,48485807,135,659
2022-03,Maafushi,Male,Portico,Cremont,1170.25,287172.75,543705450,455813072,23073313,17108875,230.25,448.75
2022-03,Maafushi,Naifaru,Portico,Metromic,1170.25,287172.75,411658905,575626605,37805000,43976626,278,400
2022-03,Male,Baros,Cremont,Stonewall,636.75,353859,273587327,423882939,45051002,37061940,334,225.75
2022-03,Male,Fuvahmulah,Cremont,Seabrook,636.75,353859,269998218,459365212,43772139,19774561,260.5,296.25
2022-03,Male,Maafushi,Cremont,Portico,636.75,353859,309682628,798765977,31920553,31950932,374.25,401.25
2022-03,Male,Male,Cremont,Cremont,636.75,353859,499862660,270202967,38103064,36365178,199.25,497.75
2022-03,Male,Naifaru,Cremont,Metromic,636.75,353859,511045191,501276384,38000723,32980337,294.5,410.5
2022-03,Naifaru,Baros,Metromic,Stonewall,1087.75,280600.75,671934932,373274433,37496284,33295181,223.75,391.75
2022-03,Naifaru,Fuvahmulah,Metromic,Seabrook,1087.75,280600.75,319844207,506312024,29221341,48308956,190.75,343.75
2022-03,Naifaru,Maafushi,Metromic,Portico,1087.75,280600.75,661054788,430041762,35389957,32589278,219.25,466.75
2022-03,Naifaru,Male,Metromic,Cremont,1087.75,280600.75,641820057,588278422,40357277,18408240,203.75,545.75
2022-03,Naifaru,Naifaru,Metromic,Metromic,1087.75,280600.75,732260946,658075302,32210909,30558737,278.25,715.75
2022-04,Baros,Baros,Stonewall,Stonewall,805,378568.25,674238617,359950717,48200655,38984562,197.25,576.25
2022-04,Baros,Fuvahmulah,Stonewall,Seabrook,805,378568.25,592100878,797635562,27804479,42951649,335.5,521.25
2022-04,Baros,Maafushi,Stonewall,Portico,805,378568.25,697200773,477521825,38684118,46527445,325.75,257.5
2022-04,Baros,Male,Stonewall,Cremont,805,378568.25,326780552,843339496,46757283,37233973,192,367.5
2022-04,Baros,Naifaru,Stonewall,Metromic,805,378568.25,500241554,648043712,56463909,46097538,165.25,354.5
2022-04,Fuvahmulah,Baros,Seabrook,Stonewall,776,308987,481235919,581930565,53066054,34111472,274.5,436
2022-04,Fuvahmulah,Fuvahmulah,Seabrook,Seabrook,776,308987,462079234,421968576,19731843,55261832,293,472.5
2022-04,Fuvahmulah,Maafushi,Seabrook,Portico,776,308987,577418795,582356709,24889948,61679839,263.5,517.75
2022-04,Fuvahmulah,Male,Seabrook,Cremont,776,308987,482613499,537452665,42238301,42965013,226.25,435.75
2022-04,Fuvahmulah,Naifaru,Seabrook,Metromic,776,308987,553837162,594894853,46257918,55363802,268.5,252.25
2022-04,Maafushi,Baros,Portico,Stonewall,818.75,203442.25,483997918,297525248,35628347,29451697,215.5,343.75
2022-04,Maafushi,Fuvahmulah,Portico,Seabrook,818.75,203442.25,359973747,286202280,27833594,41240342,150.25,604.5
2022-04,Maafushi,Maafushi,Portico,Portico,818.75,203442.25,507976418,767172223,41835764,41644604,297,477.75
2022-04,Maafushi,Male,Portico,Cremont,818.75,203442.25,771970519,378441422,32874262,26918206,258.25,502.25
2022-04,Maafushi,Naifaru,Portico,Metromic,818.75,203442.25,697851408,546178033,43342352,29268845,276,520
2022-04,Male,Baros,Cremont,Stonewall,1100.75,193204.25,474276920,445157514,51144351,32376111,318.25,476.25
2022-04,Male,Fuvahmulah,Cremont,Seabrook,1100.75,193204.25,515913401,452294401,33465230,37174470,339.5,578.5
